rating,date,item_id,parsed_date,text_akhir,label
bintang 5,8 bulan lalu,75,2024-09-30 14:41:33.525322,bahan bagus ukuran xxl,neutral
bintang 5,9 bulan lalu,75,2024-08-30 14:41:33.525401,packing plastik lapis aman kemeja dilapisi furing ukuran cocok enak dipakai pengen kualitas barang dg harga terjangkau terimakasih,positive
bintang 4,4 bulan lalu,75,2025-01-30 14:41:33.525437,size pascuma ketiaknya pola jahitannya sempit,neutral
bintang 3,7 bulan lalu,75,2024-10-30 14:41:33.525469,baju bolong dilengan kanan,negative
bintang 5,10 bulan lalu,75,2024-07-30 14:41:33.525497,lebar lengan proporsionil,neutral
bintang 5,2 minggu lalu,75,2025-05-16 14:41:33.525526,baju diterima kondisi material bagus bahan halus,neutral
bintang 4,3 bulan lalu,75,2025-02-28 14:41:33.525542,warnanya cerah,neutral
bintang 5,4 minggu lalu,75,2025-05-02 14:41:33.525577,sesuai pesanan cepat puas barang pokok oke,positive
bintang 5,1 bulan lalu,75,2025-04-30 14:41:33.525589,terbaik bagus repeat order,positive
bintang 1,1 bulan lalu,75,2025-04-30 14:41:33.525621,penjual mengganti dg sesuai dg pesanan warna sesuai dg pesanan,positive
bintang 5,10 bulan lalu,75,2024-07-30 14:41:33.525649,keren santai ukurannya pas,positive
bintang 5,12 bulan lalu,75,2024-05-30 14:41:33.525677,ukurannya kekecilan,neutral
bintang 5,5 bulan lalu,75,2024-12-30 14:41:33.525706,pas nyaman pakai,positive
bintang 5,8 bulan lalu,61,2024-09-30 14:41:33.525733,model fungsional harga murah mudahan lapisan stainlessnya mudah berkarat,positive
bintang 5,6 bulan lalu,61,2024-11-30 14:41:33.525759,mantappp bagus_banget kualitas mahal bingung makenya skrng cocok baju recommended seller cepat,positive
bintang 5,10 bulan lalu,61,2024-07-30 14:41:33.525785,ukurannya pas kirain banget tertawa bagus_banget barangnya sesuai kali pakai garter belajar pakainya,positive
bintang 5,9 bulan lalu,61,2024-08-30 14:41:33.525811,model keren klasik bahan bagus warna cocok recommended,positive
bintang 5,9 bulan lalu,61,2024-08-30 14:41:33.525837,modelnya keren diatur lebarnya dipakai nyaman terimakasih seller,positive
bintang 5,9 bulan lalu,61,2024-08-30 14:41:33.525862,bahannya bagus jahitannya rapih goks,neutral
bintang 5,7 bulan lalu,61,2024-10-30 14:41:33.525888,puas produk pelayanan pengemasan pengirimannya terima kasih,positive
bintang 5,9 bulan lalu,61,2024-08-30 14:41:33.525914,barang sesuai deskripsi pengiriman cepatz penjual ramah packingnya aman topp,positive
bintang 5,8 bulan lalu,61,2024-09-30 14:41:33.525940,respon penjual barang oke,positive
bintang 5,7 bulan lalu,61,2024-10-30 14:41:33.525965,barangnya oke packing rapi aman terima kasih,positive
bintang 5,10 bulan lalu,61,2024-07-30 14:41:33.525991,ukuran pas pengiriman relatif cepat terima kasih,positive
bintang 5,4 bulan lalu,61,2025-01-30 14:41:33.526017,sesuai ditampilkan toped instan cepat,positive
bintang 5,10 bulan lalu,61,2024-07-30 14:41:33.526043,pas gampang aplikasikan pakai kemeja ganteng,positive
bintang 5,4 bulan lalu,61,2025-01-30 14:41:33.526068,oke harga segini barang,positive
bintang 5,11 bulan lalu,61,2024-06-30 14:41:33.526094,produk pelayanan memuaskan,positive
bintang 5,10 bulan lalu,61,2024-07-30 14:41:33.526119,gacor sweater kegedean banget dipakein lengan sweaternya turun makasi bang,neutral
bintang 5,7 bulan lalu,61,2024-10-30 14:41:33.526144,enak banget dipakenya nyaman bahannya mahal harga murah,positive
bintang 5,1 minggu lalu,61,2025-05-23 14:41:33.526169,model kerenpas badan gerah dipakai,negative
bintang 5,8 bulan lalu,61,2024-09-30 14:41:33.526182,bahan bagus sesuai foto ekspektasi,positive
bintang 5,6 bulan lalu,61,2024-11-30 14:41:33.526211,packing bagus pengiriman sesuai terimakasih,positive
bintang 5,4 bulan lalu,61,2025-01-30 14:41:33.526238,nice bangett bantu rapiin lipetan baju,neutral
bintang 5,4 bulan lalu,61,2025-01-30 14:41:33.526263,aman barang sesuai puas,positive
bintang 5,6 bulan lalu,61,2024-11-30 14:41:33.526288,mantappp beli kali,positive
bintang 5,10 bulan lalu,61,2024-07-30 14:41:33.526314,barang sesuai harapan,positive
bintang 5,8 bulan lalu,61,2024-09-30 14:41:33.526340,bagus peaky blinder,neutral
bintang 5,5 bulan lalu,61,2024-12-30 14:41:33.526365,bagus,neutral
bintang 5,11 bulan lalu,61,2024-06-30 14:41:33.526391,keren,neutral
bintang 5,4 bulan lalu,61,2025-01-30 14:41:33.526416,bintang mewakili semuanyamantabs,neutral
bintang 5,3 bulan lalu,61,2025-02-28 14:41:33.526441,barangnya bagus,neutral
bintang 5,6 bulan lalu,61,2024-11-30 14:41:33.526467,bermanfaat banget keren terima kasih seller,positive
bintang 5,5 bulan lalu,61,2024-12-30 14:41:33.526492,gooodd terima kasih,positive
bintang 5,11 bulan lalu,61,2024-06-30 14:41:33.526517,keren banget,neutral
bintang 5,2 bulan lalu,20,2025-03-30 14:41:33.526543,barang nvm keren fittingny,neutral
bintang 5,1 bulan lalu,20,2025-04-30 14:41:33.526569,lokal produk brand sebelah mahalini produk mantap beli kali worth it local price,positive
bintang 5,1 bulan lalu,20,2025-04-30 14:41:33.526594,bintang lembut bahannya cakep jahitannya,positive
bintang 5,1 bulan lalu,20,2025-04-30 14:41:33.526620,paketnya aman packing rapi sesuai deskripsi pesanan cepat banget sizenya l pas,positive
bintang 5,1 bulan lalu,20,2025-04-30 14:41:33.526646,kualitas produk berkualitas bahannya lebut,positive
